Mitigated agent 3: deviation=129.11, median=8.51, weight=0.04, threshold=123.89, original=137.62, new=132.41
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=53448200.56, median=-4647129.68, threshold=27699263.32, corrected=23052133.65
Mitigated agent 3: deviation=68458670.45, median=8343354.23, weight=0.19, threshold=55398595.14, original=-60115316.22, new=-47055240.91
Mitigated agent 0: deviation=58266769.02, median=-3696230.40, weight=0.52, threshold=27699309.84, original=54570538.62, new=24003079.44
Mitigated agent 0: deviation=53448200.56, median=-4647129.68, weight=0.48, threshold=27699263.32, original=48801070.88, new=23052133.65
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=18885819.90, median=5250295.04, threshold=2180037.45, corrected=1473131.06
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=20525520.27, median=5796866.26, threshold=2179993.30, corrected=1691762.20
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=6446172.40, median=1103751.96, threshold=2179997.87, corrected=-1076245.91
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=10070483.86, median=2311855.85, threshold=2179939.86, corrected=131915.99
Mitigated agent 0: deviation=18885819.90, median=5250295.04, weight=0.80, threshold=2180037.45, original=-13635524.85, new=1473131.06
Mitigated agent 0: deviation=4105104.05, median=5796866.26, weight=0.47, threshold=2179993.30, original=1691762.20, new=3616872.96
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=18885819.90, median=5250295.04, threshold=2180037.45, corrected=1473131.06
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=31729030.52, median=-2053881.50, threshold=19455467.21, corrected=17401585.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=20599481.11, median=7261144.40, threshold=13143575.94, corrected=-5882431.53
Mitigated agent 0: deviation=18447138.17, median=6543693.39, weight=0.29, threshold=13143620.09, original=-11903444.78, new=-6599926.69
Mitigated agent 0: deviation=31729030.52, median=-2053881.50, weight=0.39, threshold=19455467.21, original=29675149.02, new=17401585.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=6034101.64, median=1925039.74, threshold=868683.91, corrected=718219.41
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=23373931.91, median=-656091.18, threshold=21845594.85, corrected=21189503.66
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=6189976.86, median=1976997.79, threshold=868639.76, corrected=739002.41
Mitigated agent 0: deviation=23373931.91, median=-656091.18, weight=0.07, threshold=21845594.85, original=22717840.73, new=21189503.66
Mitigated agent 0: deviation=6284797.83, median=-2142651.12, weight=0.80, threshold=868709.34, original=4142146.71, new=-885691.56
Mitigated agent 0: deviation=1237995.37, median=1976997.79, weight=0.30, threshold=868639.76, original=739002.41, new=1108358.03
Mitigated agent 0: deviation=6034101.64, median=1925039.74, weight=0.80, threshold=868683.91, original=-4109061.91, new=718219.41
Mitigated agent 0: deviation=2838690.28, median=-993947.03, weight=0.69, threshold=868767.35, original=1844743.25, new=-125179.68
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=13000608.58, median=-4008531.59, threshold=12909571.21, corrected=8901039.62
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=12256631.32, median=1631046.06, threshold=8621000.79, corrected=-6989954.72
Mitigated agent 0: deviation=12256631.32, median=1631046.06, weight=0.30, threshold=8621000.79, original=-10625585.25, new=-6989954.72
Mitigated agent 0: deviation=13000608.58, median=-4008531.59, weight=0.01, threshold=12909571.21, original=8992076.99, new=8901039.62
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=14340560.42, median=-3968042.90, threshold=1156600.91, corrected=-1099930.82
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=17474921.32, median=-4889915.02, threshold=1156546.33, corrected=-1394930.75
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=15208821.38, median=-4223413.93, threshold=1156556.76, corrected=-1181649.65
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=13209670.09, median=-3635430.47, threshold=1156488.32, corrected=-993496.45
Mitigated agent 0: deviation=15208821.38, median=-4223413.93, weight=0.80, threshold=1156556.76, original=10985407.46, new=-1181649.65
Mitigated agent 0: deviation=14340560.42, median=-3968042.90, weight=0.80, threshold=1156600.91, original=10372517.52, new=-1099930.82
Mitigated agent 0: deviation=17474921.32, median=-4889915.02, weight=0.80, threshold=1156546.33, original=12585006.30, new=-1394930.75
Mitigated agent 0: deviation=2641934.02, median=-3635430.47, weight=0.56, threshold=1156488.32, original=-993496.45, new=-2478942.15
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=37647098.87, median=2624952.78, threshold=13631662.62, corrected=-11006709.85
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=22360240.62, median=-6916775.69, threshold=8842015.87, corrected=1925240.18
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=24364934.07, median=-7500584.50, threshold=8842005.44, corrected=1341420.94
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=18981221.40, median=-5864916.25, threshold=8841947.43, corrected=2977031.18
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=21078428.35, median=-6521852.03, threshold=8842060.02, corrected=2320207.99
Mitigated agent 0: deviation=22360240.62, median=-6916775.69, weight=0.60, threshold=8842015.87, original=15443464.92, new=1925240.18
Mitigated agent 0: deviation=18981221.40, median=-5864916.25, weight=0.53, threshold=8841947.43, original=13116305.15, new=2977031.18
Mitigated agent 0: deviation=37647098.87, median=2624952.78, weight=0.64, threshold=13631662.62, original=-35022146.10, new=-11006709.85
Mitigated agent 0: deviation=24364934.07, median=-7500584.50, weight=0.64, threshold=8842005.44, original=16864349.57, new=1341420.94
Mitigated agent 0: deviation=21078428.35, median=-6521852.03, weight=0.58, threshold=8842060.02, original=14556576.32, new=2320207.99
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=46415147.45, median=3022560.30, threshold=25499305.14, corrected=-22476744.84
Mitigated agent 0: deviation=46415147.45, median=3022560.30, weight=0.45, threshold=25499305.14, original=-43392587.15, new=-22476744.84
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=36186190.44, median=5495976.52, threshold=32914254.00, corrected=-27418277.48
Mitigated agent 0: deviation=36186190.44, median=5495976.52, weight=0.09, threshold=32914254.00, original=-30690213.92, new=-27418277.48
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=98556052.87, median=11315698.86, threshold=84181938.54, corrected=-72866239.69
Mitigated agent 0: deviation=98556052.87, median=11315698.86, weight=0.15, threshold=84181938.54, original=-87240354.01, new=-72866239.69
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=110154987.45, median=12573280.15, threshold=90969903.31, corrected=-78396623.16
Mitigated agent 0: deviation=110154987.45, median=12573280.15, weight=0.17, threshold=90969903.31, original=-97581707.30, new=-78396623.16
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=109689580.66, median=12839996.87, threshold=96079952.45, corrected=-83239955.57
Mitigated agent 0: deviation=109689580.66, median=12839996.87, weight=0.12, threshold=96079952.45, original=-96849583.79, new=-83239955.57
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=104895216.28, median=12443822.08, threshold=95924489.39, corrected=-83480667.31
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=102019692.00, median=12016905.13, threshold=93895585.11, corrected=-81878679.98
Mitigated agent 0: deviation=102019692.00, median=12016905.13, weight=0.08, threshold=93895585.11, original=-90002786.87, new=-81878679.98
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=98743945.95, median=10990709.79, threshold=96341589.81, corrected=-85350880.02
Mitigated agent 0: deviation=98743945.95, median=10990709.79, weight=0.02, threshold=96341589.81, original=-87753236.15, new=-85350880.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=57863770.31, median=-18048438.30, threshold=55772621.82, corrected=37724183.52
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=60557099.46, median=-18946217.85, threshold=55772577.67, corrected=36826359.82
Mitigated agent 0: deviation=57863770.31, median=-18048438.30, weight=0.04, threshold=55772621.82, original=39815332.01, new=37724183.52
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=58988826.45, median=-18615062.57, threshold=47149909.16, corrected=28534846.59
Mitigated agent 0: deviation=61832606.68, median=-19562999.97, weight=0.24, threshold=47149865.01, original=42269606.71, new=27586865.04
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=59183051.15, median=-18871476.65, threshold=38527148.59, corrected=19655671.94
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=58882193.14, median=-18771180.41, threshold=38527192.74, corrected=19756012.33
Mitigated agent 0: deviation=59183051.15, median=-18871476.65, weight=0.35, threshold=38527148.59, original=40311574.50, new=19655671.94
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=58480924.14, median=-16496615.48, threshold=29904480.07, corrected=13407864.59
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=55769405.59, median=-15699116.46, threshold=29904435.92, corrected=14205319.46
Mitigated agent 0: deviation=58480924.14, median=-16496615.48, weight=0.49, threshold=29904480.07, original=41984308.66, new=13407864.59
Mitigated agent 0: deviation=55769405.59, median=-15699116.46, weight=0.46, threshold=29904435.92, original=40070289.13, new=14205319.46
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=41762441.67, median=-12319407.94, threshold=19571371.56, corrected=7251963.62
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=45281804.46, median=-13391509.04, threshold=19571415.71, corrected=6179906.67
Mitigated agent 0: deviation=41762441.67, median=-12319407.94, weight=0.53, threshold=19571371.56, original=29443033.73, new=7251963.62
Mitigated agent 0: deviation=45281804.46, median=-13391509.04, weight=0.57, threshold=19571415.71, original=31890295.42, new=6179906.67
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=45281804.46, median=-13391509.04, threshold=19571415.71, corrected=6179906.67
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=54265539.76, median=1021254.11, threshold=49251478.86, corrected=-48230224.74
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=67745856.22, median=291291.32, threshold=49252996.25, corrected=-48961704.93
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=24197212.02, median=-7620163.88, threshold=10178993.79, corrected=2558829.91
Mitigated agent 0: deviation=26398450.39, median=-8306059.25, weight=0.61, threshold=10179037.94, original=18092391.13, new=1872978.69
Mitigated agent 0: deviation=54265539.76, median=1021254.11, weight=0.09, threshold=49251478.86, original=-53244285.65, new=-48230224.74
Mitigated agent 0: deviation=67745856.22, median=291291.32, weight=0.27, threshold=49252996.25, original=-67454564.90, new=-48961704.93
Mitigated agent 0: deviation=13119615.42, median=2969690.80, weight=0.22, threshold=10178763.37, original=-10149924.62, new=-7209072.57
Mitigated agent 0: deviation=18841264.99, median=-6722775.63, weight=0.46, threshold=10179046.38, original=12118489.36, new=3456270.75
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=34504643.68, median=-380238.65, threshold=32583254.97, corrected=32203016.32
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=46135600.04, median=-380238.65, threshold=32583254.97, corrected=-32963493.61
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=53611158.76, median=-427045.02, threshold=32581596.07, corrected=32154551.05
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=64844456.23, median=-427045.02, threshold=32581596.07, corrected=-33008641.09
Mitigated agent 1: deviation=34504643.68, median=-380238.65, weight=0.06, threshold=32583254.97, original=34124405.03, new=32203016.32
Mitigated agent 0: deviation=46135600.04, median=-380238.65, weight=0.29, threshold=32583254.97, original=-46515838.69, new=-32963493.61
Mitigated agent 1: deviation=53611158.76, median=-427045.02, weight=0.39, threshold=32581596.07, original=53184113.74, new=32154551.05
Mitigated agent 0: deviation=64844456.23, median=-427045.02, weight=0.50, threshold=32581596.07, original=-65271501.25, new=-33008641.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=40339652.24, median=306427.80, threshold=30950021.82, corrected=31256449.62
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=38169632.77, median=306427.80, threshold=30950021.82, corrected=-30643594.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=59642626.61, median=-770581.66, threshold=30948600.42, corrected=30178018.76
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=48628238.29, median=-770581.66, threshold=30948600.42, corrected=-31719182.08
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=17886883.39, median=6487646.68, threshold=3199532.55, corrected=2910270.00
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=21311341.30, median=-5916344.35, threshold=3199540.99, corrected=-1654076.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=5017669.02, median=3000433.22, threshold=3199257.99, corrected=-198824.77
Mitigated agent 1: deviation=59642626.61, median=-770581.66, weight=0.48, threshold=30948600.42, original=58872044.95, new=30178018.76
Mitigated agent 0: deviation=48628238.29, median=-770581.66, weight=0.36, threshold=30948600.42, original=-49398819.95, new=-31719182.08
Mitigated agent 0: deviation=16610944.09, median=6088917.74, weight=0.80, threshold=3199488.40, original=-10522026.35, new=2766728.92
Mitigated agent 0: deviation=3577376.68, median=6487646.68, weight=0.11, threshold=3199532.55, original=2910270.00, new=3288114.13
Mitigated agent 0: deviation=134882392.52, median=-37037852.81, weight=0.80, threshold=278895.98, original=97844539.71, new=-10061374.31
Mitigated agent 0: deviation=4262268.26, median=-5916344.35, weight=0.25, threshold=3199540.99, original=-1654076.09, new=-2716803.36
Mitigated agent 1: deviation=40339652.24, median=306427.80, weight=0.23, threshold=30950021.82, original=40646080.05, new=31256449.62
Mitigated agent 0: deviation=38169632.77, median=306427.80, weight=0.19, threshold=30950021.82, original=-37863204.97, new=-30643594.02
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=32959585.75, median=8758999.61, threshold=9809665.89, corrected=-1050666.28
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=21275146.34, median=-8414628.14, threshold=9809598.29, corrected=1394970.15
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=34332625.83, median=9191427.60, threshold=9809621.74, corrected=-618194.14
Mitigated agent 0: deviation=21275146.34, median=-8414628.14, weight=0.54, threshold=9809598.29, original=12860518.20, new=1394970.15
Mitigated agent 0: deviation=32959585.75, median=8758999.61, weight=0.70, threshold=9809665.89, original=-24200586.15, new=-1050666.28
Mitigated agent 0: deviation=9809621.74, median=9191427.60, weight=0.00, threshold=9809621.74, original=-618194.14, new=-618194.14
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=21275146.34, median=-8414628.14, threshold=9809598.29, corrected=1394970.15
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=27170661.64, median=6713228.47, threshold=5007822.79, corrected=1279096.15
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=27792502.53, median=6908549.01, threshold=5007778.64, corrected=1350048.50
Mitigated agent 0: deviation=14075757.35, median=-6591025.71, weight=0.64, threshold=5007755.20, original=7484731.64, new=-1583270.51
Mitigated agent 0: deviation=5558500.51, median=6908549.01, weight=0.10, threshold=5007778.64, original=1350048.50, new=1900770.37
Mitigated agent 0: deviation=27170661.64, median=6713228.47, weight=0.80, threshold=5007822.79, original=-20457433.16, new=1279096.15
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=14075757.35, median=-6591025.71, threshold=5007755.20, corrected=-1583270.51
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=24562031.10, median=7600552.63, threshold=16602735.77, corrected=-9002183.14
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=24665878.03, median=7634500.85, threshold=16602779.92, corrected=-8968279.07
Mitigated agent 0: deviation=24562031.10, median=7600552.63, weight=0.32, threshold=16602735.77, original=-16961478.47, new=-9002183.14
[Mitigation in PlayerOptimizationMsgMitigated] Agent 1 -> Partner 2: deviation=48920666.01, median=-16671764.36, threshold=35957206.30, corrected=19285441.95
Mitigated agent 2: deviation=48920666.01, median=-16671764.36, weight=0.26, threshold=35957206.30, original=32248901.66, new=19285441.95
Mitigated agent 0: deviation=47201284.23, median=14834229.21, weight=0.37, threshold=29541939.04, original=-32367055.02, new=-14707709.83
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=55745130.83, median=17568761.07, threshold=36991092.64, corrected=-19422331.58
Mitigated agent 0: deviation=55745130.83, median=17568761.07, weight=0.34, threshold=36991092.64, original=-38176369.77, new=-19422331.58
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=49242159.65, median=15491473.20, threshold=38363618.89, corrected=-22872145.69
Mitigated agent 0: deviation=49242159.65, median=15491473.20, weight=0.22, threshold=38363618.89, original=-33750686.45, new=-22872145.69
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=41781330.95, median=13068248.29, threshold=39736147.55, corrected=-26667899.26
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=111961856.20, median=-3375394.42, threshold=107177783.63, corrected=103802389.22
Mitigated agent 0: deviation=41781330.95, median=13068248.29, weight=0.05, threshold=39736147.55, original=-28713082.66, new=-26667899.26
Mitigated agent 0: deviation=111961856.20, median=-3375394.42, weight=0.04, threshold=107177783.63, original=108586461.78, new=103802389.22
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=123724114.75, median=-4518726.76, threshold=115555436.52, corrected=111036709.77
Mitigated agent 0: deviation=123724114.75, median=-4518726.76, weight=0.07, threshold=115555436.52, original=119205387.99, new=111036709.77
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=131856168.89, median=-5235360.04, threshold=109006933.65, corrected=103771573.60
Mitigated agent 0: deviation=131856168.89, median=-5235360.04, weight=0.17, threshold=109006933.65, original=126620808.84, new=103771573.60
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=109226860.71, median=-6076670.75, threshold=107380439.68, corrected=-113457110.43
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=137860324.64, median=-6076670.75, threshold=107380439.68, corrected=101303768.93
Mitigated agent 1: deviation=109226860.71, median=-6076670.75, weight=0.02, threshold=107380439.68, original=-115303531.46, new=-113457110.43
Mitigated agent 0: deviation=137860324.64, median=-6076670.75, weight=0.22, threshold=107380439.68, original=131783653.89, new=101303768.93
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=118707446.89, median=-4698620.91, threshold=114940081.32, corrected=-119638702.23
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=129796601.44, median=-4698620.91, threshold=114940081.32, corrected=110241460.41
Mitigated agent 1: deviation=118707446.89, median=-4698620.91, weight=0.03, threshold=114940081.32, original=-123406067.80, new=-119638702.23
Mitigated agent 0: deviation=129796601.44, median=-4698620.91, weight=0.11, threshold=114940081.32, original=125097980.53, new=110241460.41
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=127747009.81, median=-1126024.45, threshold=120277479.51, corrected=-121403503.96
Mitigated agent 1: deviation=127747009.81, median=-1126024.45, weight=0.06, threshold=120277479.51, original=-128873034.26, new=-121403503.96
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=125475030.36, median=-12492601.17, threshold=122555545.46, corrected=110062944.29
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=135262971.83, median=1819148.35, threshold=122553896.78, corrected=-120734748.43
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 0: deviation=123529468.31, median=1819148.35, threshold=122553896.78, corrected=124373045.13
Mitigated agent 0: deviation=125475030.36, median=-12492601.17, weight=0.02, threshold=122555545.46, original=112982429.18, new=110062944.29
Mitigated agent 1: deviation=135262971.83, median=1819148.35, weight=0.09, threshold=122553896.78, original=-133443823.49, new=-120734748.43
Mitigated agent 0: deviation=123529468.31, median=1819148.35, weight=0.01, threshold=122553896.78, original=125348616.65, new=124373045.13
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=152359625.11, median=4368437.42, threshold=147702364.39, corrected=-143333926.97
Mitigated agent 1: deviation=152359625.11, median=4368437.42, weight=0.03, threshold=147702364.39, original=-147991187.68, new=-143333926.97
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=84732417.38, median=25491702.15, threshold=57309984.73, corrected=-31818282.58
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=115157557.06, median=35649649.05, threshold=57309797.14, corrected=-21660148.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=109032937.68, median=33603467.51, threshold=57309841.29, corrected=-23706373.78
Mitigated agent 0: deviation=109032937.68, median=33603467.51, weight=0.47, threshold=57309841.29, original=-75429470.17, new=-23706373.78
Mitigated agent 0: deviation=115157557.06, median=35649649.05, weight=0.50, threshold=57309797.14, original=-79507908.01, new=-21660148.09
Mitigated agent 0: deviation=84732417.38, median=25491702.15, weight=0.32, threshold=57309984.73, original=-59240715.23, new=-31818282.58
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=109032937.68, median=33603467.51, threshold=57309841.29, corrected=-23706373.78
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=18805719.16, median=814219.30, threshold=81306.14, corrected=-2946924.53
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=32471903.52, median=5419470.20, threshold=81147.70, corrected=-1074910.50
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=34114966.93, median=5988161.60, threshold=81103.55, corrected=-834831.78
Mitigated agent 0: deviation=6822993.39, median=5988161.60, weight=0.80, threshold=81103.55, original=-834831.78, new=4623562.92
Mitigated agent 0: deviation=32471903.52, median=5419470.20, weight=0.80, threshold=81147.70, original=-27052433.32, new=-1074910.50
Mitigated agent 0: deviation=18805719.16, median=814219.30, weight=0.80, threshold=81306.14, original=-17991499.86, new=-2946924.53
Mitigated agent 0: deviation=6461889.08, median=-3480760.36, weight=0.80, threshold=81038.13, original=-9942649.44, new=-4773138.18
[Mitigation in PlayerOptimizationMsgMitigated] Agent 2 -> Partner 1: deviation=63672568.43, median=2078385.08, threshold=63357499.28, corrected=65435884.36
Mitigated agent 1: deviation=63672568.43, median=2078385.08, weight=0.00, threshold=63357499.28, original=65750953.50, new=65435884.36
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=71826782.55, median=-26350635.99, threshold=24406099.04, corrected=-1944536.95
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=82234686.77, median=-29078221.97, threshold=24406054.89, corrected=-4672167.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=55085000.79, median=-23219017.14, threshold=24406227.48, corrected=1187210.34
Mitigated agent 0: deviation=71826782.55, median=-26350635.99, weight=0.66, threshold=24406099.04, original=45476146.55, new=-1944536.95
Mitigated agent 0: deviation=24406227.48, median=-23219017.14, weight=0.00, threshold=24406227.48, original=1187210.34, new=1187210.34
Mitigated agent 0: deviation=82234686.77, median=-29078221.97, weight=0.70, threshold=24406054.89, original=53156464.80, new=-4672167.09
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=24406227.48, median=-23219017.14, threshold=24406227.48, corrected=1187210.34
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=115563610.49, median=-35327189.47, threshold=78103608.47, corrected=42776418.99
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=128358403.42, median=-39230046.89, threshold=78103652.62, corrected=38873605.73
Mitigated agent 0: deviation=115563610.49, median=-35327189.47, weight=0.32, threshold=78103608.47, original=80236421.02, new=42776418.99
Mitigated agent 0: deviation=91313218.46, median=-28448288.32, weight=0.14, threshold=78103465.02, original=62864930.13, new=49655176.70
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=129168541.37, median=-37196278.13, threshold=76102801.38, corrected=38906523.25
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=111440612.66, median=-31267040.23, threshold=76102657.94, corrected=44835617.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=135624900.90, median=-39357180.23, threshold=76102845.53, corrected=36745665.30
Mitigated agent 0: deviation=129168541.37, median=-37196278.13, weight=0.41, threshold=76102801.38, original=91972263.24, new=38906523.25
Mitigated agent 0: deviation=111440612.66, median=-31267040.23, weight=0.32, threshold=76102657.94, original=80173572.43, new=44835617.71
[Mitigation in PlayerOptimizationMsgMitigated] Agent 4 -> Partner 0: deviation=146089831.40, median=-43804017.29, threshold=73954359.16, corrected=30150341.87
[Mitigation in PlayerOptimizationMsgMitigated] Agent 5 -> Partner 0: deviation=95314889.82, median=-25053253.30, threshold=73954439.57, corrected=48901186.28
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=149419298.30, median=21550973.36, threshold=145528599.10, corrected=-123977625.74
[Mitigation in PlayerOptimizationMsgMitigated] Agent 7 -> Partner 0: deviation=148358705.67, median=-44370489.49, threshold=73954315.01, corrected=29583825.52
[Mitigation in PlayerOptimizationMsgMitigated] Agent 6 -> Partner 0: deviation=144661578.69, median=-42515905.70, threshold=73954171.57, corrected=31438265.87
Mitigated agent 0: deviation=148358705.67, median=-44370489.49, weight=0.50, threshold=73954315.01, original=103988216.18, new=29583825.52
Mitigated agent 0: deviation=95314889.82, median=-25053253.30, weight=0.22, threshold=73954439.57, original=70261636.52, new=48901186.28
Mitigated agent 0: deviation=146089831.40, median=-43804017.29, weight=0.49, threshold=73954359.16, original=102285814.11, new=30150341.87
Mitigated agent 0: deviation=149419298.30, median=21550973.36, weight=0.03, threshold=145528599.10, original=-127868324.95, new=-123977625.74
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 1: deviation=78363513.91, median=26063946.80, threshold=40515618.67, corrected=-14451671.86
[Mitigation in PlayerOptimizationMsgMitigated] Agent 3 -> Partner 0: deviation=225373347.54, median=26063946.80, threshold=40515618.67, corrected=-19010722.70
